קטגוריה,מזהה א',קובץ א',מזהה ב',קובץ ב',verdict/יחס,הפוך?,הפרש אורך %,מרחק-קצה 1 (מ'),מרחק-קצה 2 (מ'),סטיית-דגימה ממוצעת (מ'),סטיית-דגימה מקס' (מ'),אחוז-מעבר
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,12.6,25.6,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,15.4,25.9,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,356,2024-02-25_געתון_עין יעקב.gpx,מוכל-ב,,,,,26.2,355.4,0.94
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,12.3,26.2,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,519,2026-06-06 געתון_רגבה_עכו.gpx,מוכל-ב,,,,,15.8,27.5,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,540,2026-07-14_שבי ציון_געתון_נהרייה.gpx,מוכל-ב,,,,,11.2,36.4,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,12.1,26.2,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,46,2013-08-20_געתון_כברי_שייח' דנון.gpx,מוכל-ב,,,,,41.3,363.4,0.925
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,12.3,28.1,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,211,2022-06-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,12.2,26,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,11.5,27.6,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,562,Gaaton shomrat.gpx,מוכל-ב,,,,,34.5,314.9,0.925
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,70,2013-09-28_עין יעקב_מזרעה_שבי ציון.gpx,מוכל-ב,,,,,14.8,113.5,1
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,112.8,1377.3,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,99.3,1380.1,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,200,2022-05-27_געתון_כברי_לימן.gpx,מוכל-ב,,,,,121.6,1381.3,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,197,2022-05-20_געתון_כברי_לימן.gpx,מוכל-ב,,,,,120.9,1383.4,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,115.4,1379.3,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,114.2,1380.4,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,209,2022-06-11_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,136,1384.5,0.903
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,282,2022-12-30_געתון_כברי_לימן.gpx,מוכל-ב,,,,,113.3,1380.1,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,502,2026-05-07_געתון_כברי_לימן.gpx,מוכל-ב,,,,,35.3,289.8,1
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,156,2022-02-11_געתון_כברי_לימן.gpx,מוכל-ב,,,,,114.1,1382.3,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,מוכל-ב,,,,,121.7,1377.6,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,281,2022-12-28_געתון_גשר הזיו_כברי.gpx,מוכל-ב,,,,,119.2,1381.2,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,117.3,1380.4,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,284,2023-01-10_געתון_כברי_לימן.gpx,מוכל-ב,,,,,112.4,1379.5,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,165,2022-02-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,25.6,259.9,1
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,121.7,1382.6,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,121.8,1381.7,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,214,2022-06-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,115.9,1381.1,0.903
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,216,2022-06-24_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,121.1,1384.7,0.909
הכלה,448,2025-09-23_געתון_כברי_לימן.gpx,230,2022-07-19_כברי_געתון_לימן.gpx,מוכל-ב,,,,,113.8,1372.4,0.909
זהה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,455,2025-10-11_געתון_יחיעם_כברי.gpx,זהה,FALSE,0.3,3.5,1.2,13.5,24.4,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,6.7,19.8,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,13.3,92.5,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,356,2024-02-25_געתון_עין יעקב.gpx,מוכל-ב,,,,,28.5,377.6,0.94
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.4,23.9,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,7.9,24,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,46,2013-08-20_געתון_כברי_שייח' דנון.gpx,מוכל-ב,,,,,32.3,366.8,0.925
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,211,2022-06-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,6.9,20.7,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,447,2025-09-22_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,18.5,25.1,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,6.7,21.4,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,528,2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,מוכל-ב,,,,,8.9,24.9,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,70,2013-09-28_עין יעקב_מזרעה_שבי ציון.gpx,מוכל-ב,,,,,21,88.3,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,7.6,25.1,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,520,2026-06-06_געתון_בוסתן הגליל_נתיב השיירה.gpx,מוכל-ב,,,,,13.8,24.7,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,12.6,25,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,12.5,25.9,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,5.3,16.1,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,540,2026-07-14_שבי ציון_געתון_נהרייה.gpx,מוכל-ב,,,,,14.9,25,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,439,2025-08-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,8.3,22.7,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,519,2026-06-06 געתון_רגבה_עכו.gpx,מוכל-ב,,,,,9.6,25.1,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,9.9,18.8,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,17.4,25.4,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,7.7,21.4,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,13.1,24.2,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,363,2024-03-29_געתון_עין יעקב.gpx,מוכל-ב,,,,,28.6,383.4,0.94
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,מוכל-ב,,,,,7,18.4,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,562,Gaaton shomrat.gpx,מוכל-ב,,,,,33.7,318.7,0.925
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,10.5,21,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,11.2,25.3,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,20.7,47.6,1
הכלה,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,7.2,17.9,1
חשוד,444,2025-09-14_יחיעם_עין יעקב.gpx,591,געתון גבעת העץ יחיעם געתון.gpx,חשוד - לבדיקה ידנית,TRUE,1.5,5.5,107.7,12.1,24,1
זהה,443,2025-09-10_געתון_יחיעם_כברי.gpx,455,2025-10-11_געתון_יחיעם_כברי.gpx,זהה,FALSE,0.8,4.8,1.8,9.4,20.6,1
זהה,443,2025-09-10_געתון_יחיעם_כברי.gpx,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,זהה,TRUE,0.6,3.1,4.9,8.8,21.4,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,10.1,17.6,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,15.8,99.2,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,439,2025-08-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,13.3,24.9,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,8.6,18.3,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,9.6,20.8,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,10.3,23.8,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,447,2025-09-22_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,12.6,25,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,מוכל-ב,,,,,10.3,25,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,363,2024-03-29_געתון_עין יעקב.gpx,מוכל-ב,,,,,28.9,392.9,0.939
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,10.2,20.4,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,528,2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,מוכל-ב,,,,,9.4,19.7,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,13.4,25.6,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,9.8,17.2,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,11.7,24.9,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,520,2026-06-06_געתון_בוסתן הגליל_נתיב השיירה.gpx,מוכל-ב,,,,,11.7,24.5,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,10.6,22,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,356,2024-02-25_געתון_עין יעקב.gpx,מוכל-ב,,,,,27,387.1,0.955
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.9,21.7,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,11,22.5,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,10.2,24.4,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,211,2022-06-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,11.6,24.9,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,519,2026-06-06 געתון_רגבה_עכו.gpx,מוכל-ב,,,,,13.6,26,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10.7,21.4,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,540,2026-07-14_שבי ציון_געתון_נהרייה.gpx,מוכל-ב,,,,,12.1,24.7,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,13,25.5,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,46,2013-08-20_געתון_כברי_שייח' דנון.gpx,מוכל-ב,,,,,33.8,363.3,0.939
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,562,Gaaton shomrat.gpx,מוכל-ב,,,,,29.2,314.9,0.939
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,70,2013-09-28_עין יעקב_מזרעה_שבי ציון.gpx,מוכל-ב,,,,,16.3,140,0.985
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,18.8,44.6,1
הכלה,443,2025-09-10_געתון_יחיעם_כברי.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.3,18.7,1
זהה,442,2025-09-08_געתון_יחיעם_כברי.gpx,443,2025-09-10_געתון_יחיעם_כברי.gpx,זהה,FALSE,1.3,3.5,3.1,7.6,14.2,1
זהה,442,2025-09-08_געתון_יחיעם_כברי.gpx,455,2025-10-11_געתון_יחיעם_כברי.gpx,זהה,FALSE,0.5,5.5,1.7,8.4,19.7,1
זהה,442,2025-09-08_געתון_יחיעם_כברי.gpx,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,זהה,FALSE,0.7,4.3,1.6,6.2,14.5,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,9.5,23.9,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,439,2025-08-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,14,24.3,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,17.7,112.8,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,9.9,20.8,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,11,25,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,10.8,23.2,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,מוכל-ב,,,,,6.3,19.8,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,447,2025-09-22_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,13.6,25.5,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,363,2024-03-29_געתון_עין יעקב.gpx,מוכל-ב,,,,,29.9,399,0.955
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,9.9,23.6,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,7,14.2,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,12.3,22.3,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,528,2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,מוכל-ב,,,,,13.4,24,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,12.3,24.5,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,356,2024-02-25_געתון_עין יעקב.gpx,מוכל-ב,,,,,25.6,393.2,0.955
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,520,2026-06-06_געתון_בוסתן הגליל_נתיב השיירה.gpx,מוכל-ב,,,,,11.4,24.4,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.7,23.5,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,9.9,23.4,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,11,25,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,211,2022-06-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.6,24,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10,24.2,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,9.8,25.3,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,46,2013-08-20_געתון_כברי_שייח' דנון.gpx,מוכל-ב,,,,,35,363.7,0.925
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,519,2026-06-06 געתון_רגבה_עכו.gpx,מוכל-ב,,,,,12.1,25.2,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,540,2026-07-14_שבי ציון_געתון_נהרייה.gpx,מוכל-ב,,,,,11.6,24.5,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,12.7,25.5,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,562,Gaaton shomrat.gpx,מוכל-ב,,,,,31.5,315.2,0.94
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,70,2013-09-28_עין יעקב_מזרעה_שבי ציון.gpx,מוכל-ב,,,,,16.5,158,0.97
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,13,23.8,1
הכלה,442,2025-09-08_געתון_יחיעם_כברי.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,18.1,44.7,1
חשוד,433,2025-05-03_חרבת חממה שביל הפסגה חניון הפיתול.gpx,472,2026-01-31_ברעם_מירון.gpx,חשוד - לבדיקה ידנית,FALSE,4.1,27.5,6.7,28.8,308.5,0.934
הכלה,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,43,431,0.92
הכלה,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,70,2013-09-28_עין יעקב_מזרעה_שבי ציון.gpx,מוכל-ב,,,,,47.9,398,0.907
הכלה,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,40.9,430.6,0.92
הכלה,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,40.5,426.1,0.92
הכלה,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,40.1,431.8,0.92
הכלה,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,41,430,0.92
הכלה,427,2025-02-13_נווה זוהר_ערד.gpx,298,2023-03-23_נווה זוהר_ערד.gpx,מוכל-ב,,,,,50.8,239.4,0.992
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,426,2025-02-12_נווה זוהר_ערד.gpx,מוכל-ב,,,,,31.7,358.6,0.93
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,427,2025-02-13_נווה זוהר_ערד.gpx,מוכל-ב,,,,,13.6,99.3,1
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,274,2022-12-08_נווה זוהר_ערד.gpx,מוכל-ב,,,,,55.2,150.2,0.958
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,219,2022-06-29_נווה זוהר_ערד.gpx,מוכל-ב,,,,,49.1,148.4,0.958
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,298,2023-03-23_נווה זוהר_ערד.gpx,מוכל-ב,,,,,38.8,142.1,0.986
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,458,2025-10-20_נווה זוהר_ערד.gpx,מוכל-ב,,,,,28.7,127.5,1
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,296,2023-03-21_נווה זוהר_ערד.gpx,מוכל-ב,,,,,37.9,142.7,0.986
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,218,2022-06-28_נווה זוהר_ערד.gpx,מוכל-ב,,,,,51.4,148.4,0.958
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,297,2023-03-22_נווה זוהר_ערד.gpx,מוכל-ב,,,,,38,142.7,0.986
הכלה,425,2025-02-11_נווה זוהר_ערד.gpx,148,2022-01-18_נווה זוהר_ערד.gpx,מוכל-ב,,,,,59.9,156.6,0.93
חשוד,424,2025-02-10_נווה זוהר_ערד.gpx,426,2025-02-12_נווה זוהר_ערד.gpx,חשוד - לבדיקה ידנית,TRUE,4.4,1.3,14.8,254.7,1653.9,0.64
